number,interior_page,batch,subject,expected_filename,status,qa_status
1,9,B039,"Amur Leopard",01_amur_leopard.png,Queued,Not Reviewed
2,11,B039,"Javan Rhino",02_javan_rhino.png,Queued,Not Reviewed
3,13,B039,"Sumatran Rhino",03_sumatran_rhino.png,Queued,Not Reviewed
4,15,B039,"Black Rhino",04_black_rhino.png,Queued,Not Reviewed
5,17,B039,"White Rhino",05_white_rhino.png,Queued,Not Reviewed
6,19,B039,"African Forest Elephant",06_african_forest_elephant.png,Queued,Not Reviewed
7,21,B039,"African Savanna Elephant",07_african_savanna_elephant.png,Queued,Not Reviewed
8,23,B039,"Asian Elephant",08_asian_elephant.png,Queued,Not Reviewed
9,25,B039,"Sumatran Elephant",09_sumatran_elephant.png,Queued,Not Reviewed
10,27,B039,"Mountain Gorilla",10_mountain_gorilla.png,Queued,Not Reviewed
11,29,B039,"Cross River Gorilla",11_cross_river_gorilla.png,Queued,Not Reviewed
12,31,B039,"Western Lowland Gorilla",12_western_lowland_gorilla.png,Queued,Not Reviewed
13,33,B039,"Bornean Orangutan",13_bornean_orangutan.png,Queued,Not Reviewed
14,35,B039,"Sumatran Orangutan",14_sumatran_orangutan.png,Queued,Not Reviewed
15,37,B039,"Tapanuli Orangutan",15_tapanuli_orangutan.png,Queued,Not Reviewed
16,39,B039,"Bonobo",16_bonobo.png,Queued,Not Reviewed
17,41,B039,"Chimpanzee",17_chimpanzee.png,Queued,Not Reviewed
18,43,B039,"Golden Lion Tamarin",18_golden_lion_tamarin.png,Queued,Not Reviewed
19,45,B039,"Cotton-Top Tamarin",19_cotton_top_tamarin.png,Queued,Not Reviewed
20,47,B039,"Philippine Tarsier",20_philippine_tarsier.png,Queued,Not Reviewed
21,49,B039,"Red Panda",21_red_panda.png,Queued,Not Reviewed
22,51,B039,"Giant Panda",22_giant_panda.png,Queued,Not Reviewed
23,53,B039,"Snow Leopard",23_snow_leopard.png,Queued,Not Reviewed
24,55,B039,"Tiger",24_tiger.png,Queued,Not Reviewed
25,57,B039,"Sumatran Tiger",25_sumatran_tiger.png,Queued,Not Reviewed
26,59,B039,"Malayan Tiger",26_malayan_tiger.png,Queued,Not Reviewed
27,61,B039,"Iberian Lynx",27_iberian_lynx.png,Queued,Not Reviewed
28,63,B039,"Ethiopian Wolf",28_ethiopian_wolf.png,Queued,Not Reviewed
29,65,B039,"African Wild Dog",29_african_wild_dog.png,Queued,Not Reviewed
30,67,B039,"Dhole",30_dhole.png,Queued,Not Reviewed
31,69,B040,"Addax",31_addax.png,Queued,Not Reviewed
32,71,B040,"Saiga",32_saiga.png,Queued,Not Reviewed
33,73,B040,"Przewalski's Horse",33_przewalskis_horse.png,Queued,Not Reviewed
34,75,B040,"Grevy's Zebra",34_grevys_zebra.png,Queued,Not Reviewed
35,77,B040,"Okapi",35_okapi.png,Queued,Not Reviewed
36,79,B040,"Pygmy Hippo",36_pygmy_hippo.png,Queued,Not Reviewed
37,81,B040,"Bactrian Camel",37_bactrian_camel.png,Queued,Not Reviewed
38,83,B040,"Asian Tapir",38_asian_tapir.png,Queued,Not Reviewed
39,85,B040,"Malayan Pangolin",39_malayan_pangolin.png,Queued,Not Reviewed
40,87,B040,"Chinese Pangolin",40_chinese_pangolin.png,Queued,Not Reviewed
41,89,B040,"African Penguin",41_african_penguin.png,Queued,Not Reviewed
42,91,B040,"Yellow-Eyed Penguin",42_yellow_eyed_penguin.png,Queued,Not Reviewed
43,93,B040,"Kakapo",43_kakapo.png,Queued,Not Reviewed
44,95,B040,"California Condor",44_california_condor.png,Queued,Not Reviewed
45,97,B040,"Philippine Eagle",45_philippine_eagle.png,Queued,Not Reviewed
46,99,B040,"Whooping Crane",46_whooping_crane.png,Queued,Not Reviewed
47,101,B040,"Spoon-Billed Sandpiper",47_spoon_billed_sandpiper.png,Queued,Not Reviewed
48,103,B040,"Hawksbill Sea Turtle",48_hawksbill_sea_turtle.png,Queued,Not Reviewed
49,105,B040,"Green Sea Turtle",49_green_sea_turtle.png,Queued,Not Reviewed
50,107,B040,"Leatherback Sea Turtle",50_leatherback_sea_turtle.png,Queued,Not Reviewed
51,109,B040,"Vaquita",51_vaquita.png,Queued,Not Reviewed
52,111,B040,"North Atlantic Right Whale",52_north_atlantic_right_whale.png,Queued,Not Reviewed
53,113,B040,"Blue Whale",53_blue_whale.png,Queued,Not Reviewed
54,115,B040,"Whale Shark",54_whale_shark.png,Queued,Not Reviewed
55,117,B040,"Great Hammerhead Shark",55_great_hammerhead_shark.png,Queued,Not Reviewed
56,119,B040,"Sawfish",56_sawfish.png,Queued,Not Reviewed
57,121,B040,"Axolotl",57_axolotl.png,Queued,Not Reviewed
58,123,B040,"Chinese Giant Salamander",58_chinese_giant_salamander.png,Queued,Not Reviewed
59,125,B040,"Gharial",59_gharial.png,Queued,Not Reviewed
60,127,B040,"Siamese Crocodile",60_siamese_crocodile.png,Queued,Not Reviewed
