number,interior_page,batch,subject,expected_filename,status,qa_status
1,9,B025,Labrador Retriever,01_labrador_retriever.png,Queued,Not Reviewed
2,11,B025,Golden Retriever,02_golden_retriever.png,Queued,Not Reviewed
3,13,B025,German Shepherd,03_german_shepherd.png,Queued,Not Reviewed
4,15,B025,French Bulldog,04_french_bulldog.png,Queued,Not Reviewed
5,17,B025,Bulldog,05_bulldog.png,Queued,Not Reviewed
6,19,B025,Poodle,06_poodle.png,Queued,Not Reviewed
7,21,B025,Beagle,07_beagle.png,Queued,Not Reviewed
8,23,B025,Rottweiler,08_rottweiler.png,Queued,Not Reviewed
9,25,B025,Dachshund,09_dachshund.png,Queued,Not Reviewed
10,27,B025,German Shorthaired Pointer,10_german_shorthaired_pointer.png,Queued,Not Reviewed
11,29,B025,Pembroke Welsh Corgi,11_pembroke_welsh_corgi.png,Queued,Not Reviewed
12,31,B025,Australian Shepherd,12_australian_shepherd.png,Queued,Not Reviewed
13,33,B025,Yorkshire Terrier,13_yorkshire_terrier.png,Queued,Not Reviewed
14,35,B025,Cavalier King Charles Spaniel,14_cavalier_king_charles_spaniel.png,Queued,Not Reviewed
15,37,B025,Doberman Pinscher,15_doberman_pinscher.png,Queued,Not Reviewed
16,39,B025,Boxer,16_boxer.png,Queued,Not Reviewed
17,41,B025,Miniature Schnauzer,17_miniature_schnauzer.png,Queued,Not Reviewed
18,43,B025,Cane Corso,18_cane_corso.png,Queued,Not Reviewed
19,45,B025,Great Dane,19_great_dane.png,Queued,Not Reviewed
20,47,B025,Shih Tzu,20_shih_tzu.png,Queued,Not Reviewed
21,49,B025,Siberian Husky,21_siberian_husky.png,Queued,Not Reviewed
22,51,B025,Bernese Mountain Dog,22_bernese_mountain_dog.png,Queued,Not Reviewed
23,53,B025,Pomeranian,23_pomeranian.png,Queued,Not Reviewed
24,55,B025,Boston Terrier,24_boston_terrier.png,Queued,Not Reviewed
25,57,B025,Havanese,25_havanese.png,Queued,Not Reviewed
26,59,B025,English Springer Spaniel,26_english_springer_spaniel.png,Queued,Not Reviewed
27,61,B025,Shetland Sheepdog,27_shetland_sheepdog.png,Queued,Not Reviewed
28,63,B025,Brittany,28_brittany.png,Queued,Not Reviewed
29,65,B025,Cocker Spaniel,29_cocker_spaniel.png,Queued,Not Reviewed
30,67,B025,Border Collie,30_border_collie.png,Queued,Not Reviewed
31,69,B026,Chihuahua,31_chihuahua.png,Queued,Not Reviewed
32,71,B026,Pug,32_pug.png,Queued,Not Reviewed
33,73,B026,Mastiff,33_mastiff.png,Queued,Not Reviewed
34,75,B026,Basset Hound,34_basset_hound.png,Queued,Not Reviewed
35,77,B026,Belgian Malinois,35_belgian_malinois.png,Queued,Not Reviewed
36,79,B026,Vizsla,36_vizsla.png,Queued,Not Reviewed
37,81,B026,Newfoundland,37_newfoundland.png,Queued,Not Reviewed
38,83,B026,Rhodesian Ridgeback,38_rhodesian_ridgeback.png,Queued,Not Reviewed
39,85,B026,Weimaraner,39_weimaraner.png,Queued,Not Reviewed
40,87,B026,Akita,40_akita.png,Queued,Not Reviewed
41,89,B026,Samoyed,41_samoyed.png,Queued,Not Reviewed
42,91,B026,Alaskan Malamute,42_alaskan_malamute.png,Queued,Not Reviewed
43,93,B026,Whippet,43_whippet.png,Queued,Not Reviewed
44,95,B026,Greyhound,44_greyhound.png,Queued,Not Reviewed
45,97,B026,Bloodhound,45_bloodhound.png,Queued,Not Reviewed
46,99,B026,Collie,46_collie.png,Queued,Not Reviewed
47,101,B026,Dalmatian,47_dalmatian.png,Queued,Not Reviewed
48,103,B026,Saint Bernard,48_saint_bernard.png,Queued,Not Reviewed
49,105,B026,Irish Setter,49_irish_setter.png,Queued,Not Reviewed
50,107,B026,Great Pyrenees,50_great_pyrenees.png,Queued,Not Reviewed
51,109,B026,Papillon,51_papillon.png,Queued,Not Reviewed
52,111,B026,Maltese,52_maltese.png,Queued,Not Reviewed
53,113,B026,West Highland White Terrier,53_west_highland_white_terrier.png,Queued,Not Reviewed
54,115,B026,Scottish Terrier,54_scottish_terrier.png,Queued,Not Reviewed
55,117,B026,Jack Russell Terrier,55_jack_russell_terrier.png,Queued,Not Reviewed
56,119,B026,Shiba Inu,56_shiba_inu.png,Queued,Not Reviewed
57,121,B026,Bichon Frise,57_bichon_frise.png,Queued,Not Reviewed
58,123,B026,Australian Cattle Dog,58_australian_cattle_dog.png,Queued,Not Reviewed
59,125,B026,Old English Sheepdog,59_old_english_sheepdog.png,Queued,Not Reviewed
60,127,B026,Basenji,60_basenji.png,Queued,Not Reviewed
