number,interior_page,batch,subject,expected_filename,fact
1,9,B013,Polar Bear,01_polar_bear.png,Polar bears have black skin underneath their thick fur.
2,11,B013,Arctic Fox,02_arctic_fox.png,Many Arctic foxes grow white winter coats that help them blend into snow.
3,13,B013,Arctic Wolf,03_arctic_wolf.png,Arctic wolves have thick fur that helps protect them from extreme cold.
4,15,B013,Reindeer,04_reindeer.png,Both male and female reindeer can grow antlers.
5,17,B013,Musk Ox,05_musk_ox.png,Musk oxen have extremely warm undercoats called qiviut.
6,19,B013,Arctic Hare,06_arctic_hare.png,Arctic hares have powerful hind legs and thick fur for cold climates.
7,21,B013,Lemming,07_lemming.png,Lemmings are small rodents that live in tundra habitats.
8,23,B013,Wolverine,08_wolverine.png,Wolverines have large paws that help them travel over snow.
9,25,B013,Ermine,09_ermine.png,Ermines in cold regions often turn white during winter.
10,27,B013,Snowy Owl,10_snowy_owl.png,Snowy owls have thick feathers that even cover their feet.
11,29,B013,Rock Ptarmigan,11_rock_ptarmigan.png,Rock ptarmigans grow white feathers in winter for camouflage.
12,31,B013,Gyrfalcon,12_gyrfalcon.png,Gyrfalcons are the largest falcons in the world.
13,33,B013,Atlantic Puffin,13_atlantic_puffin.png,Puffins use their wings to swim underwater.
14,35,B013,Guillemot,14_guillemot.png,Guillemots are seabirds that nest on steep rocky cliffs.
15,37,B013,Arctic Tern,15_arctic_tern.png,Arctic terns make one of the longest migrations of any animal.
16,39,B013,Ivory Gull,16_ivory_gull.png,Ivory gulls are almost completely white and live in the high Arctic.
17,41,B013,Walrus,17_walrus.png,Walruses use sensitive whiskers to find food on the seafloor.
18,43,B013,Ringed Seal,18_ringed_seal.png,Ringed seals use strong claws to keep breathing holes open in sea ice.
19,45,B013,Harp Seal,19_harp_seal.png,Young harp seals are famous for their fluffy white coats.
20,47,B013,Bearded Seal,20_bearded_seal.png,Bearded seals have long whiskers that help them search the seafloor.
21,49,B013,Hooded Seal,21_hooded_seal.png,Male hooded seals can inflate a large nasal sac during displays.
22,51,B013,Northern Elephant Seal,22_northern_elephant_seal.png,Elephant seals can make extremely deep dives while hunting.
23,53,B013,Antarctic Fur Seal,23_antarctic_fur_seal.png,Antarctic fur seals have thick coats that help keep them warm.
24,55,B013,Narwhal,24_narwhal.png,A narwhal's long tusk is actually an enlarged tooth.
25,57,B013,Beluga Whale,25_beluga_whale.png,Belugas are very vocal whales sometimes called sea canaries.
26,59,B013,Bowhead Whale,26_bowhead_whale.png,Bowhead whales have huge heads that can break through sea ice.
