number,interior_page,batch,subject,expected_filename,status,qa_status
1,9,B047,River Otter,01_river_otter.png,Queued,Not Reviewed
2,11,B047,Beaver,02_beaver.png,Queued,Not Reviewed
3,13,B047,Muskrat,03_muskrat.png,Queued,Not Reviewed
4,15,B047,American Mink,04_american_mink.png,Queued,Not Reviewed
5,17,B047,Capybara,05_capybara.png,Queued,Not Reviewed
6,19,B047,Nutria,06_nutria.png,Queued,Not Reviewed
7,21,B047,Water Vole,07_water_vole.png,Queued,Not Reviewed
8,23,B047,Marsh Rabbit,08_marsh_rabbit.png,Queued,Not Reviewed
9,25,B047,Hippopotamus,09_hippopotamus.png,Queued,Not Reviewed
10,27,B047,Pygmy Hippo,10_pygmy_hippo.png,Queued,Not Reviewed
11,29,B047,Manatee,11_manatee.png,Queued,Not Reviewed
12,31,B047,Amazon River Dolphin,12_amazon_river_dolphin.png,Queued,Not Reviewed
13,33,B047,Ganges River Dolphin,13_ganges_river_dolphin.png,Queued,Not Reviewed
14,35,B047,Giant Otter,14_giant_otter.png,Queued,Not Reviewed
15,37,B047,Platypus,15_platypus.png,Queued,Not Reviewed
16,39,B047,American Alligator,16_american_alligator.png,Queued,Not Reviewed
17,41,B047,American Crocodile,17_american_crocodile.png,Queued,Not Reviewed
18,43,B047,Freshwater Crocodile,18_freshwater_crocodile.png,Queued,Not Reviewed
19,45,B047,Gharial,19_gharial.png,Queued,Not Reviewed
20,47,B047,Common Snapping Turtle,20_common_snapping_turtle.png,Queued,Not Reviewed
21,49,B047,Painted Turtle,21_painted_turtle.png,Queued,Not Reviewed
22,51,B047,Softshell Turtle,22_softshell_turtle.png,Queued,Not Reviewed
23,53,B047,Map Turtle,23_map_turtle.png,Queued,Not Reviewed
24,55,B047,Red-Eared Slider,24_red_eared_slider.png,Queued,Not Reviewed
25,57,B047,Green Anaconda,25_green_anaconda.png,Queued,Not Reviewed
26,59,B047,Water Moccasin,26_water_moccasin.png,Queued,Not Reviewed
27,61,B047,Northern Water Snake,27_northern_water_snake.png,Queued,Not Reviewed
28,63,B047,Green Frog,28_green_frog.png,Queued,Not Reviewed
29,65,B047,Bullfrog,29_bullfrog.png,Queued,Not Reviewed
30,67,B047,Leopard Frog,30_leopard_frog.png,Queued,Not Reviewed
31,69,B048,Tree Frog,31_tree_frog.png,Queued,Not Reviewed
32,71,B048,Newt,32_newt.png,Queued,Not Reviewed
33,73,B048,Mudpuppy,33_mudpuppy.png,Queued,Not Reviewed
34,75,B048,Axolotl,34_axolotl.png,Queued,Not Reviewed
35,77,B048,Great Blue Heron,35_great_blue_heron.png,Queued,Not Reviewed
36,79,B048,Great Egret,36_great_egret.png,Queued,Not Reviewed
37,81,B048,Green Heron,37_green_heron.png,Queued,Not Reviewed
38,83,B048,Roseate Spoonbill,38_roseate_spoonbill.png,Queued,Not Reviewed
39,85,B048,Wood Stork,39_wood_stork.png,Queued,Not Reviewed
40,87,B048,Sandhill Crane,40_sandhill_crane.png,Queued,Not Reviewed
41,89,B048,Common Moorhen,41_common_moorhen.png,Queued,Not Reviewed
42,91,B048,Purple Gallinule,42_purple_gallinule.png,Queued,Not Reviewed
43,93,B048,Mallard,43_mallard.png,Queued,Not Reviewed
44,95,B048,Wood Duck,44_wood_duck.png,Queued,Not Reviewed
45,97,B048,Canada Goose,45_canada_goose.png,Queued,Not Reviewed
46,99,B048,Belted Kingfisher,46_belted_kingfisher.png,Queued,Not Reviewed
47,101,B048,Osprey,47_osprey.png,Queued,Not Reviewed
48,103,B048,Bald Eagle,48_bald_eagle.png,Queued,Not Reviewed
49,105,B048,River Kingfisher,49_river_kingfisher.png,Queued,Not Reviewed
50,107,B048,Common Loon,50_common_loon.png,Queued,Not Reviewed
51,109,B048,Bluegill,51_bluegill.png,Queued,Not Reviewed
52,111,B048,Largemouth Bass,52_largemouth_bass.png,Queued,Not Reviewed
53,113,B048,Channel Catfish,53_channel_catfish.png,Queued,Not Reviewed
54,115,B048,Common Carp,54_common_carp.png,Queued,Not Reviewed
55,117,B048,Alligator Gar,55_alligator_gar.png,Queued,Not Reviewed
56,119,B048,Fallfish,56_fallfish.png,Queued,Not Reviewed
57,121,B048,Crayfish,57_crayfish.png,Queued,Not Reviewed
58,123,B048,Freshwater Mussel,58_freshwater_mussel.png,Queued,Not Reviewed
59,125,B048,Dragonfly Nymph,59_dragonfly_nymph.png,Queued,Not Reviewed
60,127,B048,Water Strider,60_water_strider.png,Queued,Not Reviewed
