number,interior_page,batch,subject,expected_filename,fact
1,9,B055,Great White Shark,01_great_white_shark.png,Great white sharks can detect tiny electrical signals made by other animals.
2,11,B055,Whale Shark,02_whale_shark.png,Whale sharks are the largest fish in the world and eat mostly tiny plankton.
3,13,B055,Great Hammerhead Shark,03_great_hammerhead_shark.png,Great hammerhead sharks have wide heads that help them sense and locate prey.
4,15,B055,Tiger Shark,04_tiger_shark.png,Tiger sharks have dark vertical stripes when they are young.
5,17,B055,Bull Shark,05_bull_shark.png,Bull sharks can swim in both salt water and fresh water.
6,19,B055,Nurse Shark,06_nurse_shark.png,Nurse sharks often rest on the seafloor during the day.
7,21,B055,Blacktip Reef Shark,07_blacktip_reef_shark.png,Blacktip reef sharks are named for the dark tips on several of their fins.
8,23,B055,Whitetip Reef Shark,08_whitetip_reef_shark.png,Whitetip reef sharks often rest in caves or under ledges.
9,25,B055,Lemon Shark,09_lemon_shark.png,Lemon sharks have yellow-brown coloring that helps them blend with sandy water.
10,27,B055,Shortfin Mako Shark,10_shortfin_mako_shark.png,Shortfin mako sharks are among the fastest sharks in the ocean.
11,29,B055,Thresher Shark,11_thresher_shark.png,Thresher sharks have extremely long upper tail fins.
12,31,B055,Goblin Shark,12_goblin_shark.png,Goblin sharks have long snouts and jaws that can extend forward quickly.
13,33,B055,Basking Shark,13_basking_shark.png,Basking sharks are giant filter feeders that strain plankton from seawater.
14,35,B055,Greenland Shark,14_greenland_shark.png,Greenland sharks are among the longest-lived vertebrate animals.
15,37,B055,Blue Shark,15_blue_shark.png,Blue sharks have slim bodies and long pointed pectoral fins.
16,39,B055,Zebra Shark,16_zebra_shark.png,Young zebra sharks have stripes while adults develop spots.
17,41,B055,Epaulette Shark,17_epaulette_shark.png,Epaulette sharks can use their fins to walk across shallow reef flats.
18,43,B055,Wobbegong,18_wobbegong.png,Wobbegongs are flat bottom-dwelling sharks with camouflage patterns.
19,45,B055,Cookiecutter Shark,19_cookiecutter_shark.png,Cookiecutter sharks remove small round bites from larger animals.
20,47,B055,Port Jackson Shark,20_port_jackson_shark.png,Port Jackson sharks have blunt heads and strong teeth for crushing shellfish.
21,49,B055,Horn Shark,21_horn_shark.png,Horn sharks have short blunt heads and spines in front of their dorsal fins.
22,51,B055,Angel Shark,22_angel_shark.png,Angel sharks have flattened bodies that make them look a little like rays.
23,53,B055,Sawshark,23_sawshark.png,Sawsharks have long toothed snouts used to help find and stun prey.
24,55,B055,Spiny Dogfish,24_spiny_dogfish.png,Spiny dogfish are small sharks that often travel in groups.
25,57,B055,Bonnethead Shark,25_bonnethead_shark.png,Bonnetheads are small relatives of hammerhead sharks with shovel-shaped heads.
26,59,B055,Silky Shark,26_silky_shark.png,Silky sharks are named for the smooth texture of their skin.
27,61,B055,Oceanic Whitetip Shark,27_oceanic_whitetip_shark.png,Oceanic whitetip sharks have broad rounded fins with pale tips.
28,63,B055,Spinner Shark,28_spinner_shark.png,Spinner sharks can leap from the water while spinning.
29,65,B055,Sand Tiger Shark,29_sand_tiger_shark.png,Sand tiger sharks can look fierce but usually swim slowly and calmly.
30,67,B055,Frilled Shark,30_frilled_shark.png,Frilled sharks have eel-like bodies and rows of needle-shaped teeth.
31,69,B056,Giant Manta Ray,31_giant_manta_ray.png,Giant manta rays can have wingspans wider than a small car.
32,71,B056,Reef Manta Ray,32_reef_manta_ray.png,Reef manta rays often visit cleaning stations where small fish remove parasites.
33,73,B056,Spotted Eagle Ray,33_spotted_eagle_ray.png,Spotted eagle rays have long tails and white spots across their backs.
34,75,B056,Southern Stingray,34_southern_stingray.png,Southern stingrays often bury themselves in sand with only their eyes showing.
35,77,B056,Round Stingray,35_round_stingray.png,Round stingrays have nearly circular bodies and short tails.
36,79,B056,Blue-Spotted Ribbontail Ray,36_blue_spotted_ribbontail_ray.png,Blue-spotted ribbontail rays have bright spots and usually rest near reefs.
37,81,B056,Cownose Ray,37_cownose_ray.png,Cownose rays often swim together in large groups.
38,83,B056,Bat Ray,38_bat_ray.png,Bat rays use strong jaws to crush clams crabs and other hard-shelled food.
39,85,B056,Pacific Electric Ray,39_pacific_electric_ray.png,Pacific electric rays can produce electrical shocks to defend themselves or stun prey.
40,87,B056,Smooth Butterfly Ray,40_smooth_butterfly_ray.png,Smooth butterfly rays have wide wing-like fins and very short tails.
41,89,B056,Common Guitarfish,41_common_guitarfish.png,Common guitarfish have flattened fronts like rays and shark-like tails.
42,91,B056,Shovelnose Guitarfish,42_shovelnose_guitarfish.png,Shovelnose guitarfish have pointed snouts and long narrow bodies.
43,93,B056,Smalltooth Sawfish,43_smalltooth_sawfish.png,Smalltooth sawfish are rays with long toothed snouts called rostra.
44,95,B056,Clearnose Skate,44_clearnose_skate.png,Clearnose skates lay egg cases sometimes called mermaid's purses.
45,97,B056,Thornback Skate,45_thornback_skate.png,Thornback skates have rough spines along their backs and tails.
46,99,B056,Little Skate,46_little_skate.png,Little skates are small bottom-dwelling relatives of rays.
47,101,B056,Spinetail Devil Ray,47_spinetail_devil_ray.png,Spinetail devil rays have wing-like fins and a slender tail with a spine.
48,103,B056,Munk's Pygmy Devil Ray,48_munks_pygmy_devil_ray.png,Munk's pygmy devil rays live in the eastern Pacific and can gather in large groups.
49,105,B056,Pelagic Stingray,49_pelagic_stingray.png,Pelagic stingrays live in open ocean rather than staying on the seafloor.
50,107,B056,Yellow Stingray,50_yellow_stingray.png,Yellow stingrays have round bodies with spotted or mottled patterns.
51,109,B056,Atlantic Stingray,51_atlantic_stingray.png,Atlantic stingrays can enter brackish and freshwater areas.
52,111,B056,Ocellate River Stingray,52_ocellate_river_stingray.png,Ocellate river stingrays live in rivers and lakes in South America.
53,113,B056,Porcupine Ray,53_porcupine_ray.png,Porcupine rays have rough skin covered with small thorn-like bumps.
54,115,B056,Sixgill Stingray,54_sixgill_stingray.png,Sixgill stingrays are unusual rays with six pairs of gill slits.
55,117,B056,Shark Ray,55_shark_ray.png,Shark rays have broad ray-like heads and powerful shark-like tails.
56,119,B056,Bowmouth Guitarfish,56_bowmouth_guitarfish.png,Bowmouth guitarfish have broad heads covered with rows of small ridges.
57,121,B056,Common Skate,57_common_skate.png,Common skates are large skates that live on the seafloor.
58,123,B056,Manta Ray Pup,58_manta_ray_pup.png,Manta ray babies are born live and are called pups.
59,125,B056,Brownbanded Bamboo Shark,59_brownbanded_bamboo_shark.png,Young brownbanded bamboo sharks have dark bands that fade as they grow.
60,127,B056,Mangrove Whipray,60_mangrove_whipray.png,Mangrove whiprays often live in mangrove areas and shallow sandy lagoons.
