number,interior_page,batch,subject,expected_filename,status,qa_status
1,9,B041,"American Bison",01_american_bison.png,Queued,Not Reviewed
2,11,B041,"Moose",02_moose.png,Queued,Not Reviewed
3,13,B041,"Elk",03_elk.png,Queued,Not Reviewed
4,15,B041,"White-Tailed Deer",04_white_tailed_deer.png,Queued,Not Reviewed
5,17,B041,"Mule Deer",05_mule_deer.png,Queued,Not Reviewed
6,19,B041,"Caribou",06_caribou.png,Queued,Not Reviewed
7,21,B041,"Pronghorn",07_pronghorn.png,Queued,Not Reviewed
8,23,B041,"Bighorn Sheep",08_bighorn_sheep.png,Queued,Not Reviewed
9,25,B041,"Mountain Goat",09_mountain_goat.png,Queued,Not Reviewed
10,27,B041,"Musk Ox",10_musk_ox.png,Queued,Not Reviewed
11,29,B041,"Grizzly Bear",11_grizzly_bear.png,Queued,Not Reviewed
12,31,B041,"American Black Bear",12_american_black_bear.png,Queued,Not Reviewed
13,33,B041,"Polar Bear",13_polar_bear.png,Queued,Not Reviewed
14,35,B041,"Gray Wolf",14_gray_wolf.png,Queued,Not Reviewed
15,37,B041,"Coyote",15_coyote.png,Queued,Not Reviewed
16,39,B041,"Red Fox",16_red_fox.png,Queued,Not Reviewed
17,41,B041,"Arctic Fox",17_arctic_fox.png,Queued,Not Reviewed
18,43,B041,"Bobcat",18_bobcat.png,Queued,Not Reviewed
19,45,B041,"Canada Lynx",19_canada_lynx.png,Queued,Not Reviewed
20,47,B041,"Cougar",20_cougar.png,Queued,Not Reviewed
21,49,B041,"Wolverine",21_wolverine.png,Queued,Not Reviewed
22,51,B041,"American Badger",22_american_badger.png,Queued,Not Reviewed
23,53,B041,"Striped Skunk",23_striped_skunk.png,Queued,Not Reviewed
24,55,B041,"North American River Otter",24_north_american_river_otter.png,Queued,Not Reviewed
25,57,B041,"Sea Otter",25_sea_otter.png,Queued,Not Reviewed
26,59,B041,"American Beaver",26_american_beaver.png,Queued,Not Reviewed
27,61,B041,"North American Porcupine",27_north_american_porcupine.png,Queued,Not Reviewed
28,63,B041,"Raccoon",28_raccoon.png,Queued,Not Reviewed
29,65,B041,"Virginia Opossum",29_virginia_opossum.png,Queued,Not Reviewed
30,67,B041,"Nine-Banded Armadillo",30_nine_banded_armadillo.png,Queued,Not Reviewed
31,69,B042,"Eastern Cottontail",31_eastern_cottontail.png,Queued,Not Reviewed
32,71,B042,"Snowshoe Hare",32_snowshoe_hare.png,Queued,Not Reviewed
33,73,B042,"Black-Tailed Prairie Dog",33_black_tailed_prairie_dog.png,Queued,Not Reviewed
34,75,B042,"American Pika",34_american_pika.png,Queued,Not Reviewed
35,77,B042,"Eastern Gray Squirrel",35_eastern_gray_squirrel.png,Queued,Not Reviewed
36,79,B042,"American Red Squirrel",36_american_red_squirrel.png,Queued,Not Reviewed
37,81,B042,"Groundhog",37_groundhog.png,Queued,Not Reviewed
38,83,B042,"American Marten",38_american_marten.png,Queued,Not Reviewed
39,85,B042,"Fisher",39_fisher.png,Queued,Not Reviewed
40,87,B042,"Ringtail",40_ringtail.png,Queued,Not Reviewed
41,89,B042,"Bald Eagle",41_bald_eagle.png,Queued,Not Reviewed
42,91,B042,"Golden Eagle",42_golden_eagle.png,Queued,Not Reviewed
43,93,B042,"Great Horned Owl",43_great_horned_owl.png,Queued,Not Reviewed
44,95,B042,"Snowy Owl",44_snowy_owl.png,Queued,Not Reviewed
45,97,B042,"Wild Turkey",45_wild_turkey.png,Queued,Not Reviewed
46,99,B042,"Sandhill Crane",46_sandhill_crane.png,Queued,Not Reviewed
47,101,B042,"Whooping Crane",47_whooping_crane.png,Queued,Not Reviewed
48,103,B042,"American Flamingo",48_american_flamingo.png,Queued,Not Reviewed
49,105,B042,"Brown Pelican",49_brown_pelican.png,Queued,Not Reviewed
50,107,B042,"Atlantic Puffin",50_atlantic_puffin.png,Queued,Not Reviewed
51,109,B042,"Common Loon",51_common_loon.png,Queued,Not Reviewed
52,111,B042,"Greater Roadrunner",52_greater_roadrunner.png,Queued,Not Reviewed
53,113,B042,"American Alligator",53_american_alligator.png,Queued,Not Reviewed
54,115,B042,"Gila Monster",54_gila_monster.png,Queued,Not Reviewed
55,117,B042,"Desert Tortoise",55_desert_tortoise.png,Queued,Not Reviewed
56,119,B042,"Common Snapping Turtle",56_common_snapping_turtle.png,Queued,Not Reviewed
57,121,B042,"Bullfrog",57_bullfrog.png,Queued,Not Reviewed
58,123,B042,"Hellbender",58_hellbender.png,Queued,Not Reviewed
59,125,B042,"Monarch Butterfly",59_monarch_butterfly.png,Queued,Not Reviewed
60,127,B042,"American Lobster",60_american_lobster.png,Queued,Not Reviewed
