number,interior_page,batch,subject,expected_filename,status,qa_status
1,9,B035,Red Kangaroo,01_red_kangaroo.png,Queued,Not Reviewed
2,11,B035,Eastern Grey Kangaroo,02_eastern_grey_kangaroo.png,Queued,Not Reviewed
3,13,B035,Western Grey Kangaroo,03_western_grey_kangaroo.png,Queued,Not Reviewed
4,15,B035,Wallaroo,04_wallaroo.png,Queued,Not Reviewed
5,17,B035,Swamp Wallaby,05_swamp_wallaby.png,Queued,Not Reviewed
6,19,B035,Quokka,06_quokka.png,Queued,Not Reviewed
7,21,B035,Koala,07_koala.png,Queued,Not Reviewed
8,23,B035,Common Wombat,08_common_wombat.png,Queued,Not Reviewed
9,25,B035,Southern Hairy-Nosed Wombat,09_southern_hairy_nosed_wombat.png,Queued,Not Reviewed
10,27,B035,Tasmanian Devil,10_tasmanian_devil.png,Queued,Not Reviewed
11,29,B035,Numbat,11_numbat.png,Queued,Not Reviewed
12,31,B035,Bilby,12_bilby.png,Queued,Not Reviewed
13,33,B035,Bandicoot,13_bandicoot.png,Queued,Not Reviewed
14,35,B035,Sugar Glider,14_sugar_glider.png,Queued,Not Reviewed
15,37,B035,Greater Glider,15_greater_glider.png,Queued,Not Reviewed
16,39,B035,Brushtail Possum,16_brushtail_possum.png,Queued,Not Reviewed
17,41,B035,Ringtail Possum,17_ringtail_possum.png,Queued,Not Reviewed
18,43,B035,Spotted-Tail Quoll,18_spotted_tail_quoll.png,Queued,Not Reviewed
19,45,B035,Dingo,19_dingo.png,Queued,Not Reviewed
20,47,B035,Platypus,20_platypus.png,Queued,Not Reviewed
21,49,B035,Short-Beaked Echidna,21_short_beaked_echidna.png,Queued,Not Reviewed
22,51,B035,Emu,22_emu.png,Queued,Not Reviewed
23,53,B035,Southern Cassowary,23_southern_cassowary.png,Queued,Not Reviewed
24,55,B035,Laughing Kookaburra,24_laughing_kookaburra.png,Queued,Not Reviewed
25,57,B035,Sulphur-Crested Cockatoo,25_sulphur_crested_cockatoo.png,Queued,Not Reviewed
26,59,B035,Galah,26_galah.png,Queued,Not Reviewed
27,61,B035,Rainbow Lorikeet,27_rainbow_lorikeet.png,Queued,Not Reviewed
28,63,B035,Budgerigar,28_budgerigar.png,Queued,Not Reviewed
29,65,B035,Superb Fairywren,29_superb_fairywren.png,Queued,Not Reviewed
30,67,B035,Australian Magpie,30_australian_magpie.png,Queued,Not Reviewed
31,69,B036,Tawny Frogmouth,31_tawny_frogmouth.png,Queued,Not Reviewed
32,71,B036,Wedge-Tailed Eagle,32_wedge_tailed_eagle.png,Queued,Not Reviewed
33,73,B036,Australian Pelican,33_australian_pelican.png,Queued,Not Reviewed
34,75,B036,Black Swan,34_black_swan.png,Queued,Not Reviewed
35,77,B036,Little Penguin,35_little_penguin.png,Queued,Not Reviewed
36,79,B036,Australian Fur Seal,36_australian_fur_seal.png,Queued,Not Reviewed
37,81,B036,Australian Sea Lion,37_australian_sea_lion.png,Queued,Not Reviewed
38,83,B036,Dugong,38_dugong.png,Queued,Not Reviewed
39,85,B036,Humpback Whale,39_humpback_whale.png,Queued,Not Reviewed
40,87,B036,Bottlenose Dolphin,40_bottlenose_dolphin.png,Queued,Not Reviewed
41,89,B036,Great White Shark,41_great_white_shark.png,Queued,Not Reviewed
42,91,B036,Whale Shark,42_whale_shark.png,Queued,Not Reviewed
43,93,B036,Port Jackson Shark,43_port_jackson_shark.png,Queued,Not Reviewed
44,95,B036,Blue-Ringed Octopus,44_blue_ringed_octopus.png,Queued,Not Reviewed
45,97,B036,Giant Cuttlefish,45_giant_cuttlefish.png,Queued,Not Reviewed
46,99,B036,Leafy Seadragon,46_leafy_seadragon.png,Queued,Not Reviewed
47,101,B036,Weedy Seadragon,47_weedy_seadragon.png,Queued,Not Reviewed
48,103,B036,Green Sea Turtle,48_green_sea_turtle.png,Queued,Not Reviewed
49,105,B036,Flatback Sea Turtle,49_flatback_sea_turtle.png,Queued,Not Reviewed
50,107,B036,Saltwater Crocodile,50_saltwater_crocodile.png,Queued,Not Reviewed
51,109,B036,Freshwater Crocodile,51_freshwater_crocodile.png,Queued,Not Reviewed
52,111,B036,Frilled Lizard,52_frilled_lizard.png,Queued,Not Reviewed
53,113,B036,Thorny Devil,53_thorny_devil.png,Queued,Not Reviewed
54,115,B036,Blue-Tongued Skink,54_blue_tongued_skink.png,Queued,Not Reviewed
55,117,B036,Perentie,55_perentie.png,Queued,Not Reviewed
56,119,B036,Inland Taipan,56_inland_taipan.png,Queued,Not Reviewed
57,121,B036,Green Tree Frog,57_green_tree_frog.png,Queued,Not Reviewed
58,123,B036,Corroboree Frog,58_corroboree_frog.png,Queued,Not Reviewed
59,125,B036,Giant Burrowing Frog,59_giant_burrowing_frog.png,Queued,Not Reviewed
60,127,B036,Yabby,60_yabby.png,Queued,Not Reviewed
