number,interior_page,batch,subject,expected_filename,status,qa_status
1,9,B037,"Barn Owl",01_barn_owl.png,Queued,Not Reviewed
2,11,B037,"Great Horned Owl",02_great_horned_owl.png,Queued,Not Reviewed
3,13,B037,"Eastern Screech-Owl",03_eastern_screech_owl.png,Queued,Not Reviewed
4,15,B037,"Burrowing Owl",04_burrowing_owl.png,Queued,Not Reviewed
5,17,B037,"Tawny Owl",05_tawny_owl.png,Queued,Not Reviewed
6,19,B037,"Snowy Owl",06_snowy_owl.png,Queued,Not Reviewed
7,21,B037,"Long-Eared Owl",07_long_eared_owl.png,Queued,Not Reviewed
8,23,B037,"Short-Eared Owl",08_short_eared_owl.png,Queued,Not Reviewed
9,25,B037,"Little Owl",09_little_owl.png,Queued,Not Reviewed
10,27,B037,"Nightjar",10_nightjar.png,Queued,Not Reviewed
11,29,B037,"Nighthawk",11_nighthawk.png,Queued,Not Reviewed
12,31,B037,"Kakapo",12_kakapo.png,Queued,Not Reviewed
13,33,B037,"Kiwi",13_kiwi.png,Queued,Not Reviewed
14,35,B037,"Tarsier",14_tarsier.png,Queued,Not Reviewed
15,37,B037,"Aye-Aye",15_aye_aye.png,Queued,Not Reviewed
16,39,B037,"Slow Loris",16_slow_loris.png,Queued,Not Reviewed
17,41,B037,"Bushbaby",17_bushbaby.png,Queued,Not Reviewed
18,43,B037,"Mouse Lemur",18_mouse_lemur.png,Queued,Not Reviewed
19,45,B037,"Raccoon",19_raccoon.png,Queued,Not Reviewed
20,47,B037,"Opossum",20_opossum.png,Queued,Not Reviewed
21,49,B037,"Skunk",21_skunk.png,Queued,Not Reviewed
22,51,B037,"Badger",22_badger.png,Queued,Not Reviewed
23,53,B037,"Hedgehog",23_hedgehog.png,Queued,Not Reviewed
24,55,B037,"Porcupine",24_porcupine.png,Queued,Not Reviewed
25,57,B037,"Armadillo",25_armadillo.png,Queued,Not Reviewed
26,59,B037,"Fennec Fox",26_fennec_fox.png,Queued,Not Reviewed
27,61,B037,"Red Fox",27_red_fox.png,Queued,Not Reviewed
28,63,B037,"Gray Fox",28_gray_fox.png,Queued,Not Reviewed
29,65,B037,"Coyote",29_coyote.png,Queued,Not Reviewed
30,67,B037,"Bobcat",30_bobcat.png,Queued,Not Reviewed
31,69,B038,"Leopard",31_leopard.png,Queued,Not Reviewed
32,71,B038,"Clouded Leopard",32_clouded_leopard.png,Queued,Not Reviewed
33,73,B038,"Black-Footed Cat",33_black_footed_cat.png,Queued,Not Reviewed
34,75,B038,"Pallas's Cat",34_pallass_cat.png,Queued,Not Reviewed
35,77,B038,"Binturong",35_binturong.png,Queued,Not Reviewed
36,79,B038,"Civet",36_civet.png,Queued,Not Reviewed
37,81,B038,"Genet",37_genet.png,Queued,Not Reviewed
38,83,B038,"Kinkajou",38_kinkajou.png,Queued,Not Reviewed
39,85,B038,"Sugar Glider",39_sugar_glider.png,Queued,Not Reviewed
40,87,B038,"Flying Squirrel",40_flying_squirrel.png,Queued,Not Reviewed
41,89,B038,"Vampire Bat",41_vampire_bat.png,Queued,Not Reviewed
42,91,B038,"Fruit Bat",42_fruit_bat.png,Queued,Not Reviewed
43,93,B038,"Little Brown Bat",43_little_brown_bat.png,Queued,Not Reviewed
44,95,B038,"Greater Horseshoe Bat",44_greater_horseshoe_bat.png,Queued,Not Reviewed
45,97,B038,"Flying Fox",45_flying_fox.png,Queued,Not Reviewed
46,99,B038,"Moth",46_moth.png,Queued,Not Reviewed
47,101,B038,"Firefly",47_firefly.png,Queued,Not Reviewed
48,103,B038,"Scorpion",48_scorpion.png,Queued,Not Reviewed
49,105,B038,"Tarantula",49_tarantula.png,Queued,Not Reviewed
50,107,B038,"Orb-Weaver Spider",50_orb_weaver_spider.png,Queued,Not Reviewed
51,109,B038,"Praying Mantis",51_praying_mantis.png,Queued,Not Reviewed
52,111,B038,"Katydid",52_katydid.png,Queued,Not Reviewed
53,113,B038,"Cricket",53_cricket.png,Queued,Not Reviewed
54,115,B038,"Gecko",54_gecko.png,Queued,Not Reviewed
55,117,B038,"Tokay Gecko",55_tokay_gecko.png,Queued,Not Reviewed
56,119,B038,"Leopard Gecko",56_leopard_gecko.png,Queued,Not Reviewed
57,121,B038,"Ball Python",57_ball_python.png,Queued,Not Reviewed
58,123,B038,"Boa Constrictor",58_boa_constrictor.png,Queued,Not Reviewed
59,125,B038,"Axolotl",59_axolotl.png,Queued,Not Reviewed
60,127,B038,"Cane Toad",60_cane_toad.png,Queued,Not Reviewed
