number,interior_page,batch,subject,expected_filename,fact
1,9,B045,Fennec Fox,01_fennec_fox.png,Fennec foxes have very large ears that help release body heat.
2,11,B045,Kit Fox,02_kit_fox.png,Kit foxes are small desert foxes with large ears and quick movements.
3,13,B045,Coyote,03_coyote.png,"Coyotes can live in deserts, grasslands, forests, and even cities."
4,15,B045,Bobcat,04_bobcat.png,Bobcats have short tails with dark tips and tufted ears.
5,17,B045,Mountain Lion,05_mountain_lion.png,Mountain lions can leap long distances with their powerful hind legs.
6,19,B045,Desert Bighorn Sheep,06_desert_bighorn_sheep.png,Desert bighorn sheep can travel across steep rocky slopes with strong hooves.
7,21,B045,Pronghorn,07_pronghorn.png,Pronghorns are among the fastest land mammals in North America.
8,23,B045,Black-Tailed Jackrabbit,08_black_tailed_jackrabbit.png,Jackrabbits use their long ears to help release heat.
9,25,B045,Desert Cottontail,09_desert_cottontail.png,Desert cottontails rest in shade during the hottest parts of the day.
10,27,B045,Kangaroo Rat,10_kangaroo_rat.png,Kangaroo rats can survive with very little free water by getting moisture from seeds.
11,29,B045,Desert Woodrat,11_desert_woodrat.png,Desert woodrats build large nests from sticks and plant material.
12,31,B045,Antelope Ground Squirrel,12_antelope_ground_squirrel.png,Antelope ground squirrels can hold their tails over their backs like tiny sunshades.
13,33,B045,Meerkat,13_meerkat.png,Meerkats take turns watching for danger while the group searches for food.
14,35,B045,Dromedary Camel,14_dromedary_camel.png,Dromedary camels have one hump that stores fat.
15,37,B045,Bactrian Camel,15_bactrian_camel.png,Bactrian camels have two humps and can handle very cold deserts.
16,39,B045,Addax,16_addax.png,Addax antelope are adapted to hot dry deserts and can go long periods without drinking.
17,41,B045,Oryx,17_oryx.png,Oryx have long straight horns and can tolerate high desert temperatures.
18,43,B045,Jerboa,18_jerboa.png,Jerboas hop on long hind legs and live in sandy deserts.
19,45,B045,Desert Hedgehog,19_desert_hedgehog.png,Desert hedgehogs curl into a spiny ball when threatened.
20,47,B045,Fat-Tailed Gerbil,20_fat_tailed_gerbil.png,Fat-tailed gerbils store extra fat in their thick tails.
21,49,B045,Greater Roadrunner,21_greater_roadrunner.png,Roadrunners can run quickly on the ground and hunt small desert animals.
22,51,B045,Burrowing Owl,22_burrowing_owl.png,Burrowing owls often live in underground burrows made by other animals.
23,53,B045,Cactus Wren,23_cactus_wren.png,Cactus wrens build bulky nests among thorny desert plants.
24,55,B045,Gambel's Quail,24_gambels_quail.png,Gambel's quail have a curved plume on top of their heads.
25,57,B045,Greater Sage-Grouse,25_greater_sage_grouse.png,Male sage-grouse perform special dances at gathering places called leks.
26,59,B045,Gila Woodpecker,26_gila_woodpecker.png,Gila woodpeckers sometimes carve nest holes into giant saguaro cacti.
27,61,B045,Verdin,27_verdin.png,Verdins build round nests with side entrances in desert shrubs.
28,63,B045,Elf Owl,28_elf_owl.png,Elf owls are among the smallest owls in the world.
29,65,B045,Turkey Vulture,29_turkey_vulture.png,Turkey vultures can find carrion partly by using a strong sense of smell.
30,67,B045,Golden Eagle,30_golden_eagle.png,Golden eagles use powerful talons to catch prey.
31,69,B046,Gila Monster,31_gila_monster.png,Gila monsters are venomous lizards that spend much of their time underground.
32,71,B046,Desert Iguana,32_desert_iguana.png,Desert iguanas can stay active during very hot weather.
33,73,B046,Chuckwalla,33_chuckwalla.png,Chuckwallas wedge themselves into rock cracks and inflate their bodies when threatened.
34,75,B046,Collared Lizard,34_collared_lizard.png,Collared lizards can run on their hind legs for short distances.
35,77,B046,Horned Lizard,35_horned_lizard.png,Horned lizards have broad flat bodies covered with pointed scales.
