number,interior_page,batch,subject,expected_filename,fact
1,9,B059,Bird Nest,01_bird_nest.png,Many birds build nests to hold eggs and protect chicks.
2,11,B059,Eagle Nest,02_eagle_nest.png,Eagles build large nests of sticks called eyries.
3,13,B059,Hummingbird Nest,03_hummingbird_nest.png,Hummingbirds build tiny cup nests using plant fibers and spider silk.
4,15,B059,Weaver Bird Nest,04_weaver_bird_nest.png,Weaver birds knot grass into hanging woven nests.
5,17,B059,Penguin Colony,05_penguin_colony.png,Many penguins raise chicks in large groups called colonies.
6,19,B059,Rabbit Burrow,06_rabbit_burrow.png,Rabbits dig underground burrows for shelter and raising young.
7,21,B059,Prairie Dog Town,07_prairie_dog_town.png,Prairie dogs live in connected underground burrow systems called towns.
8,23,B059,Fox Den,08_fox_den.png,Foxes use dens for resting and raising kits.
9,25,B059,Wolf Den,09_wolf_den.png,Wolf pups are often born in sheltered dens.
10,27,B059,Bear Den,10_bear_den.png,Bears use dens for winter shelter and to raise newborn cubs.
11,29,B059,Badger Sett,11_badger_sett.png,Badgers live in underground homes called setts.
12,31,B059,Meerkat Burrow,12_meerkat_burrow.png,Meerkats dig complex burrows with many entrances.
13,33,B059,Mole Tunnel,13_mole_tunnel.png,Moles dig underground tunnels while searching for food.
14,35,B059,Groundhog Burrow,14_groundhog_burrow.png,Groundhogs build burrows with separate chambers.
15,37,B059,Ant Colony,15_ant_colony.png,Ants build colonies with tunnels and chambers underground or in wood.
16,39,B059,Termite Mound,16_termite_mound.png,Some termites build tall mounds that help control temperature inside.
17,41,B059,Bee Hive,17_bee_hive.png,Honey bees live together in hives filled with wax comb.
18,43,B059,Wasp Nest,18_wasp_nest.png,Paper wasps build nests from chewed wood fibers.
19,45,B059,Spider Web,19_spider_web.png,Many spiders spin silk webs to catch food or protect eggs.
20,47,B059,Silkworm Cocoon,20_silkworm_cocoon.png,Silkworm caterpillars spin silk cocoons before becoming moths.
21,49,B059,Butterfly Chrysalis,21_butterfly_chrysalis.png,Many butterflies transform inside a chrysalis.
22,51,B059,Snail Shell,22_snail_shell.png,A snail carries a hard shell that protects its soft body.
23,53,B059,Hermit Crab Shell,23_hermit_crab_shell.png,Hermit crabs move into empty shells for protection.
24,55,B059,Turtle Shell,24_turtle_shell.png,A turtle's shell is part of its skeleton.
25,57,B059,Armadillo Burrow,25_armadillo_burrow.png,Armadillos dig burrows to rest and escape heat.
