number,interior_page,batch,subject,expected_filename,fact
1,9,B007,Jaguar,01_jaguar.png,Jaguars have powerful jaws and often live near rivers in tropical forests.
2,11,B007,Ocelot,02_ocelot.png,Ocelots are spotted wild cats that are active mostly at night.
3,13,B007,Margay,03_margay.png,Margays can rotate their ankles to climb down tree trunks headfirst.
4,15,B007,Harpy Eagle,04_harpy_eagle.png,Harpy eagles have huge talons and hunt high in rainforest canopies.
5,17,B007,Toucan,05_toucan.png,Toucans use their large colorful bills to reach fruit on branches.
6,19,B007,Scarlet Macaw,06_scarlet_macaw.png,Scarlet macaws use strong curved beaks to crack nuts and seeds.
7,21,B007,Howler Monkey,07_howler_monkey.png,Howler monkeys make very loud calls that can travel through the forest.
8,23,B007,Spider Monkey,08_spider_monkey.png,Spider monkeys use long arms and tails to swing between branches.
9,25,B007,Capuchin Monkey,09_capuchin_monkey.png,Capuchin monkeys are clever and use their hands to explore food and objects.
10,27,B007,Sloth,10_sloth.png,Sloths move slowly and spend much of their lives hanging in trees.
11,29,B007,Giant Anteater,11_giant_anteater.png,Giant anteaters use long sticky tongues to eat ants and termites.
12,31,B007,Tapir,12_tapir.png,Tapirs have short flexible snouts that help them grab leaves and fruit.
13,33,B007,Capybara,13_capybara.png,Capybaras are the largest living rodents and are excellent swimmers.
14,35,B007,Coati,14_coati.png,"Coatis use long noses to sniff for insects, fruit, and other food."
15,37,B007,Kinkajou,15_kinkajou.png,Kinkajous have prehensile tails that help them grip branches.
16,39,B007,Agouti,16_agouti.png,Agoutis bury seeds and can help new rainforest plants grow.
17,41,B007,Peccary,17_peccary.png,Peccaries are pig-like mammals that often travel in groups.
18,43,B007,Giant Otter,18_giant_otter.png,Giant otters live in South American rivers and hunt together in family groups.
19,45,B007,Green Anaconda,19_green_anaconda.png,Green anacondas are heavy snakes that spend lots of time in and near water.
20,47,B007,Boa Constrictor,20_boa_constrictor.png,Boa constrictors squeeze prey with their strong muscular bodies.
21,49,B007,Emerald Tree Boa,21_emerald_tree_boa.png,Emerald tree boas coil around branches while resting in trees.
22,51,B007,Green Iguana,22_green_iguana.png,Green iguanas are strong climbers and mostly eat leaves and fruit.
23,53,B007,Basilisk Lizard,23_basilisk_lizard.png,Basilisk lizards can run across the surface of water for short distances.
24,55,B007,Caiman,24_caiman.png,"Caimans are crocodilian reptiles that live in rivers, lakes, and wetlands."
25,57,B007,Poison Dart Frog,25_poison_dart_frog.png,Many poison dart frogs have bright colors that warn predators to stay away.
26,59,B007,Red-Eyed Tree Frog,26_red_eyed_tree_frog.png,Red-eyed tree frogs have sticky toe pads that help them climb leaves.
27,61,B007,Glass Frog,27_glass_frog.png,Some glass frogs have partly transparent skin on their undersides.
28,63,B007,Golden Poison Frog,28_golden_poison_frog.png,Golden poison frogs are tiny rainforest frogs with very bright warning colors.
29,65,B007,Leafcutter Ant,29_leafcutter_ant.png,Leafcutter ants carry leaf pieces to underground gardens where they grow fungus for food.
30,67,B007,Army Ant,30_army_ant.png,Army ants travel in large groups while searching the forest floor for food.
31,69,B008,Blue Morpho Butterfly,31_blue_morpho_butterfly.png,Blue morpho butterflies flash bright blue when their wings catch the light.
32,71,B008,Owl Butterfly,32_owl_butterfly.png,Owl butterflies have large eye-like spots on their wings.
33,73,B008,Atlas Moth,33_atlas_moth.png,Atlas moths are among the largest moths in the world by wing area.
34,75,B008,Orchid Mantis,34_orchid_mantis.png,Orchid mantises use flower-like shapes and colors to blend into plants.
35,77,B008,Goliath Beetle,35_goliath_beetle.png,Goliath beetles are among the heaviest insects in the world.
36,79,B008,Rhinoceros Beetle,36_rhinoceros_beetle.png,Male rhinoceros beetles have horn-like structures used in contests with other males.
37,81,B008,Walking Stick,37_walking_stick.png,"Walking sticks resemble twigs, helping them hide from predators."
38,83,B008,Leaf Insect,38_leaf_insect.png,Leaf insects have bodies shaped and colored like leaves.
39,85,B008,Tarantula,39_tarantula.png,Tarantulas are large spiders that use venom to subdue small prey.
40,87,B008,Golden Silk Orb-Weaver,40_golden_silk_orb_weaver.png,Golden silk orb-weavers spin strong webs with silk that can look golden in sunlight.
