number,interior_page,batch,subject,expected_filename,status,qa_status
1,9,B007,Jaguar,01_jaguar.png,Queued,Not Reviewed
2,11,B007,Ocelot,02_ocelot.png,Queued,Not Reviewed
3,13,B007,Margay,03_margay.png,Queued,Not Reviewed
4,15,B007,Harpy Eagle,04_harpy_eagle.png,Queued,Not Reviewed
5,17,B007,Toucan,05_toucan.png,Queued,Not Reviewed
6,19,B007,Scarlet Macaw,06_scarlet_macaw.png,Queued,Not Reviewed
7,21,B007,Howler Monkey,07_howler_monkey.png,Queued,Not Reviewed
8,23,B007,Spider Monkey,08_spider_monkey.png,Queued,Not Reviewed
9,25,B007,Capuchin Monkey,09_capuchin_monkey.png,Queued,Not Reviewed
10,27,B007,Sloth,10_sloth.png,Queued,Not Reviewed
11,29,B007,Giant Anteater,11_giant_anteater.png,Queued,Not Reviewed
12,31,B007,Tapir,12_tapir.png,Queued,Not Reviewed
13,33,B007,Capybara,13_capybara.png,Queued,Not Reviewed
14,35,B007,Coati,14_coati.png,Queued,Not Reviewed
15,37,B007,Kinkajou,15_kinkajou.png,Queued,Not Reviewed
16,39,B007,Agouti,16_agouti.png,Queued,Not Reviewed
17,41,B007,Peccary,17_peccary.png,Queued,Not Reviewed
18,43,B007,Giant Otter,18_giant_otter.png,Queued,Not Reviewed
19,45,B007,Green Anaconda,19_green_anaconda.png,Queued,Not Reviewed
20,47,B007,Boa Constrictor,20_boa_constrictor.png,Queued,Not Reviewed
21,49,B007,Emerald Tree Boa,21_emerald_tree_boa.png,Queued,Not Reviewed
22,51,B007,Green Iguana,22_green_iguana.png,Queued,Not Reviewed
23,53,B007,Basilisk Lizard,23_basilisk_lizard.png,Queued,Not Reviewed
24,55,B007,Caiman,24_caiman.png,Queued,Not Reviewed
25,57,B007,Poison Dart Frog,25_poison_dart_frog.png,Queued,Not Reviewed
26,59,B007,Red-Eyed Tree Frog,26_red_eyed_tree_frog.png,Queued,Not Reviewed
27,61,B007,Glass Frog,27_glass_frog.png,Queued,Not Reviewed
28,63,B007,Golden Poison Frog,28_golden_poison_frog.png,Queued,Not Reviewed
29,65,B007,Leafcutter Ant,29_leafcutter_ant.png,Queued,Not Reviewed
30,67,B007,Army Ant,30_army_ant.png,Queued,Not Reviewed
31,69,B008,Blue Morpho Butterfly,31_blue_morpho_butterfly.png,Queued,Not Reviewed
32,71,B008,Owl Butterfly,32_owl_butterfly.png,Queued,Not Reviewed
33,73,B008,Atlas Moth,33_atlas_moth.png,Queued,Not Reviewed
34,75,B008,Orchid Mantis,34_orchid_mantis.png,Queued,Not Reviewed
35,77,B008,Goliath Beetle,35_goliath_beetle.png,Queued,Not Reviewed
36,79,B008,Rhinoceros Beetle,36_rhinoceros_beetle.png,Queued,Not Reviewed
37,81,B008,Walking Stick,37_walking_stick.png,Queued,Not Reviewed
38,83,B008,Leaf Insect,38_leaf_insect.png,Queued,Not Reviewed
39,85,B008,Tarantula,39_tarantula.png,Queued,Not Reviewed
40,87,B008,Golden Silk Orb-Weaver,40_golden_silk_orb_weaver.png,Queued,Not Reviewed
41,89,B008,Toucanet,41_toucanet.png,Queued,Not Reviewed
42,91,B008,Hoatzin,42_hoatzin.png,Queued,Not Reviewed
43,93,B008,Hornbill,43_hornbill.png,Queued,Not Reviewed
44,95,B008,King Vulture,44_king_vulture.png,Queued,Not Reviewed
45,97,B008,Quetzal,45_quetzal.png,Queued,Not Reviewed
46,99,B008,Cassowary,46_cassowary.png,Queued,Not Reviewed
47,101,B008,Bird-of-Paradise,47_bird_of_paradise.png,Queued,Not Reviewed
48,103,B008,Sun Bear,48_sun_bear.png,Queued,Not Reviewed
49,105,B008,Binturong,49_binturong.png,Queued,Not Reviewed
50,107,B008,Malayan Tapir,50_malayan_tapir.png,Queued,Not Reviewed
51,109,B008,Orangutan,51_orangutan.png,Queued,Not Reviewed
52,111,B008,Proboscis Monkey,52_proboscis_monkey.png,Queued,Not Reviewed
53,113,B008,Gibbon,53_gibbon.png,Queued,Not Reviewed
54,115,B008,Clouded Leopard,54_clouded_leopard.png,Queued,Not Reviewed
55,117,B008,Sumatran Tiger,55_sumatran_tiger.png,Queued,Not Reviewed
56,119,B008,Asian Elephant,56_asian_elephant.png,Queued,Not Reviewed
57,121,B008,Pygmy Hippo,57_pygmy_hippo.png,Queued,Not Reviewed
58,123,B008,Okapi,58_okapi.png,Queued,Not Reviewed
59,125,B008,Western Lowland Gorilla,59_western_lowland_gorilla.png,Queued,Not Reviewed
60,127,B008,Mandrill,60_mandrill.png,Queued,Not Reviewed
