number,interior_page,batch,subject,expected_filename,status,qa_status
1,9,B021,Monarch Butterfly,01_monarch_butterfly.png,Queued,Not Reviewed
2,11,B021,Swallowtail Butterfly,02_swallowtail_butterfly.png,Queued,Not Reviewed
3,13,B021,Painted Lady Butterfly,03_painted_lady_butterfly.png,Queued,Not Reviewed
4,15,B021,Blue Morpho Butterfly,04_blue_morpho_butterfly.png,Queued,Not Reviewed
5,17,B021,Luna Moth,05_luna_moth.png,Queued,Not Reviewed
6,19,B021,Atlas Moth,06_atlas_moth.png,Queued,Not Reviewed
7,21,B021,Cecropia Moth,07_cecropia_moth.png,Queued,Not Reviewed
8,23,B021,Honey Bee,08_honey_bee.png,Queued,Not Reviewed
9,25,B021,Bumblebee,09_bumblebee.png,Queued,Not Reviewed
10,27,B021,Carpenter Bee,10_carpenter_bee.png,Queued,Not Reviewed
11,29,B021,Paper Wasp,11_paper_wasp.png,Queued,Not Reviewed
12,31,B021,Bald-Faced Hornet,12_bald_faced_hornet.png,Queued,Not Reviewed
13,33,B021,Ladybug,13_ladybug.png,Queued,Not Reviewed
14,35,B021,Firefly,14_firefly.png,Queued,Not Reviewed
15,37,B021,Stag Beetle,15_stag_beetle.png,Queued,Not Reviewed
16,39,B021,Rhinoceros Beetle,16_rhinoceros_beetle.png,Queued,Not Reviewed
17,41,B021,Dung Beetle,17_dung_beetle.png,Queued,Not Reviewed
18,43,B021,Click Beetle,18_click_beetle.png,Queued,Not Reviewed
19,45,B021,Weevil,19_weevil.png,Queued,Not Reviewed
20,47,B021,Dragonfly,20_dragonfly.png,Queued,Not Reviewed
21,49,B021,Damselfly,21_damselfly.png,Queued,Not Reviewed
22,51,B021,Grasshopper,22_grasshopper.png,Queued,Not Reviewed
23,53,B021,Field Cricket,23_field_cricket.png,Queued,Not Reviewed
24,55,B021,Katydid,24_katydid.png,Queued,Not Reviewed
25,57,B021,Praying Mantis,25_praying_mantis.png,Queued,Not Reviewed
26,59,B021,Walking Stick,26_walking_stick.png,Queued,Not Reviewed
27,61,B021,Leaf Insect,27_leaf_insect.png,Queued,Not Reviewed
28,63,B021,Cicada,28_cicada.png,Queued,Not Reviewed
29,65,B021,Aphid,29_aphid.png,Queued,Not Reviewed
30,67,B021,Black Garden Ant,30_black_garden_ant.png,Queued,Not Reviewed
31,69,B022,Leafcutter Ant,31_leafcutter_ant.png,Queued,Not Reviewed
32,71,B022,Termite,32_termite.png,Queued,Not Reviewed
33,73,B022,Mosquito,33_mosquito.png,Queued,Not Reviewed
34,75,B022,Housefly,34_housefly.png,Queued,Not Reviewed
35,77,B022,Fruit Fly,35_fruit_fly.png,Queued,Not Reviewed
36,79,B022,Horsefly,36_horsefly.png,Queued,Not Reviewed
37,81,B022,Green Lacewing,37_green_lacewing.png,Queued,Not Reviewed
38,83,B022,Mayfly,38_mayfly.png,Queued,Not Reviewed
39,85,B022,Caddisfly,39_caddisfly.png,Queued,Not Reviewed
40,87,B022,Earwig,40_earwig.png,Queued,Not Reviewed
41,89,B022,Silverfish,41_silverfish.png,Queued,Not Reviewed
42,91,B022,Flea,42_flea.png,Queued,Not Reviewed
43,93,B022,Water Strider,43_water_strider.png,Queued,Not Reviewed
44,95,B022,Water Boatman,44_water_boatman.png,Queued,Not Reviewed
45,97,B022,Diving Beetle,45_diving_beetle.png,Queued,Not Reviewed
46,99,B022,Whirligig Beetle,46_whirligig_beetle.png,Queued,Not Reviewed
47,101,B022,Spittlebug,47_spittlebug.png,Queued,Not Reviewed
48,103,B022,Shield Bug,48_shield_bug.png,Queued,Not Reviewed
49,105,B022,Assassin Bug,49_assassin_bug.png,Queued,Not Reviewed
50,107,B022,Stink Bug,50_stink_bug.png,Queued,Not Reviewed
51,109,B022,Lanternfly,51_lanternfly.png,Queued,Not Reviewed
52,111,B022,Dobsonfly,52_dobsonfly.png,Queued,Not Reviewed
53,113,B022,Mole Cricket,53_mole_cricket.png,Queued,Not Reviewed
54,115,B022,Jerusalem Cricket,54_jerusalem_cricket.png,Queued,Not Reviewed
55,117,B022,Jumping Spider,55_jumping_spider.png,Queued,Not Reviewed
56,119,B022,Orb-Weaver Spider,56_orb_weaver_spider.png,Queued,Not Reviewed
57,121,B022,Tarantula,57_tarantula.png,Queued,Not Reviewed
58,123,B022,Scorpion,58_scorpion.png,Queued,Not Reviewed
59,125,B022,Centipede,59_centipede.png,Queued,Not Reviewed
60,127,B022,Millipede,60_millipede.png,Queued,Not Reviewed
