number,interior_page,batch,subject,expected_filename,fact
1,9,B019,Bald Eagle,01_bald_eagle.png,Bald eagles build some of the largest nests made by any bird.
2,11,B019,Golden Eagle,02_golden_eagle.png,Golden eagles use sharp eyesight to spot prey from high in the sky.
3,13,B019,Peregrine Falcon,03_peregrine_falcon.png,Peregrine falcons can dive at extraordinary speeds while hunting.
4,15,B019,Red-Tailed Hawk,04_red_tailed_hawk.png,Red-tailed hawks are often seen soaring in wide circles over open land.
5,17,B019,Osprey,05_osprey.png,Ospreys are fish-eating raptors with feet specially adapted for gripping slippery prey.
6,19,B019,Barn Owl,06_barn_owl.png,Barn owls have heart-shaped faces that help direct sound toward their ears.
7,21,B019,Snowy Owl,07_snowy_owl.png,Snowy owls have thick feathers that help them survive Arctic winters.
8,23,B019,Great Horned Owl,08_great_horned_owl.png,Great horned owls have feather tufts that look like horns.
9,25,B019,Flamingo,09_flamingo.png,Flamingos get much of their pink color from pigments in the food they eat.
10,27,B019,Peacock,10_peacock.png,Male peafowl can spread long colorful tail feathers into a huge fan.
11,29,B019,Scarlet Macaw,11_scarlet_macaw.png,Scarlet macaws use strong curved beaks to crack nuts and seeds.
12,31,B019,Blue-and-Yellow Macaw,12_blue_and_yellow_macaw.png,Blue-and-yellow macaws are large parrots that live in parts of South America.
13,33,B019,Toco Toucan,13_toco_toucan.png,Toco toucans have enormous colorful bills that are surprisingly lightweight.
14,35,B019,Amazon Parrot,14_amazon_parrot.png,Amazon parrots are social birds known for loud calls and strong voices.
15,37,B019,Cockatoo,15_cockatoo.png,Cockatoos can raise and lower the crest of feathers on top of their heads.
16,39,B019,African Grey Parrot,16_african_grey_parrot.png,African grey parrots are famous for learning and imitating many different sounds.
17,41,B019,Ruby-Throated Hummingbird,17_ruby_throated_hummingbird.png,Hummingbirds can hover by beating their wings very quickly.
18,43,B019,Belted Kingfisher,18_belted_kingfisher.png,Kingfishers often dive from perches to catch fish in the water.
19,45,B019,Pileated Woodpecker,19_pileated_woodpecker.png,Pileated woodpeckers chip large holes into dead trees while searching for insects.
20,47,B019,American Robin,20_american_robin.png,American robins often hunt for earthworms on lawns and open ground.
21,49,B019,Blue Jay,21_blue_jay.png,Blue jays can imitate the calls of some hawks.
22,51,B019,Northern Cardinal,22_northern_cardinal.png,Male northern cardinals are bright red while females are mostly warm brown.
23,53,B019,House Sparrow,23_house_sparrow.png,House sparrows often live close to people in towns and cities.
24,55,B019,American Goldfinch,24_american_goldfinch.png,Male American goldfinches turn bright yellow during the breeding season.
25,57,B019,Canary,25_canary.png,Canaries are small finches known for their musical songs.
26,59,B019,American Crow,26_american_crow.png,Crows are highly intelligent birds that can solve problems and remember faces.
27,61,B019,Common Raven,27_common_raven.png,Ravens are large members of the crow family and can perform playful aerial rolls.
28,63,B019,Black-Billed Magpie,28_black_billed_magpie.png,Magpies are bold black-and-white birds with long tails.
29,65,B019,Rock Pigeon,29_rock_pigeon.png,Pigeons can find their way home from long distances.
30,67,B019,Mourning Dove,30_mourning_dove.png,Mourning doves make a soft cooing call that sounds almost like a whistle.
31,69,B020,Herring Gull,31_herring_gull.png,"Gulls are adaptable birds that can live along coasts, lakes, and cities."
32,71,B020,Brown Pelican,32_brown_pelican.png,Brown pelicans plunge into the water to catch fish.
33,73,B020,Atlantic Puffin,33_atlantic_puffin.png,Puffins use their colorful bills to hold several small fish at once.
34,75,B020,Wandering Albatross,34_wandering_albatross.png,Wandering albatrosses have some of the widest wingspans of any living bird.
35,77,B020,Emperor Penguin,35_emperor_penguin.png,Emperor penguins are the largest living penguins.
36,79,B020,Ostrich,36_ostrich.png,Ostriches are the world's largest living birds and cannot fly.
37,81,B020,Emu,37_emu.png,Emus are large flightless Australian birds with long powerful legs.
38,83,B020,Southern Cassowary,38_southern_cassowary.png,Cassowaries have a helmet-like casque on top of their heads.
39,85,B020,Kiwi,39_kiwi.png,Kiwis are flightless birds with nostrils near the tips of their long bills.
40,87,B020,Wild Turkey,40_wild_turkey.png,Wild turkeys can fly short distances despite their heavy bodies.
41,89,B020,Chicken,41_chicken.png,Chickens use different calls to communicate about food and danger.
42,91,B020,Mallard Duck,42_mallard_duck.png,Male mallards usually have glossy green heads.
43,93,B020,Canada Goose,43_canada_goose.png,Canada geese fly in V-shaped formations that can help save energy.
44,95,B020,Mute Swan,44_mute_swan.png,Swans have long necks and powerful wings.
45,97,B020,Sandhill Crane,45_sandhill_crane.png,Sandhill cranes perform energetic dances with jumps and wing flaps.
46,99,B020,White Stork,46_white_stork.png,White storks build large stick nests on tall structures and trees.
47,101,B020,Great Blue Heron,47_great_blue_heron.png,Great blue herons stand very still before striking quickly at fish.
48,103,B020,Great Egret,48_great_egret.png,Great egrets have long necks and spear-shaped bills for catching prey.
49,105,B020,Scarlet Ibis,49_scarlet_ibis.png,Scarlet ibises become red from pigments in the crustaceans they eat.
50,107,B020,Roseate Spoonbill,50_roseate_spoonbill.png,Spoonbills sweep their flat bills side to side through shallow water to find food.
51,109,B020,Great Hornbill,51_great_hornbill.png,Hornbills have large bills topped by a hollow structure called a casque.
52,111,B020,Hoopoe,52_hoopoe.png,Hoopoes can raise a crown-like fan of feathers on their heads.
53,113,B020,European Bee-Eater,53_european_bee_eater.png,Bee-eaters catch flying insects in the air and often perch together.
54,115,B020,Secretary Bird,54_secretary_bird.png,Secretary birds hunt on the ground and use powerful legs to strike prey.
55,117,B020,Laughing Kookaburra,55_laughing_kookaburra.png,Kookaburras are kingfishers famous for loud calls that sound like laughter.
56,119,B020,Greater Roadrunner,56_greater_roadrunner.png,Roadrunners can sprint quickly across the ground while hunting small animals.
57,121,B020,California Quail,57_california_quail.png,California quail have a curved feather plume that bobs above the forehead.
58,123,B020,Ring-Necked Pheasant,58_ring_necked_pheasant.png,Male ring-necked pheasants have bright colors and very long tails.
59,125,B020,Gray Partridge,59_gray_partridge.png,Gray partridges are ground birds that often stay in groups called coveys.
60,127,B020,Common Loon,60_common_loon.png,Loons are excellent divers with legs set far back on their bodies for swimming.
